cid,name,address,architect,artists,built,caption,clergy,consecrated,dedication,denomination,englishname,fax,image,national,phone,titular,type,url
3629,"Natività di Nostro Signore Gesù Cristo a Casal Morena","Via Anagnina 396",,,"17th century",,,,"Jesus Christ (Nativity)","Roman Catholic","Nativity of Our Lord Jesus Christ at Morena Farm",,,,,,Deconsecrated,
3494,"Natività di Nostro Signore Gesù Cristo a Via Gallia","Via Urbisgalia 2",,,1932,,,,"Jesus Christ (Nativity)","Roman Catholic","Birthday of Our Lord Jesus Christ on Gallian Way",,,,,,,
3493,"Natività di Nostro Signore Gesù Cristo degli Agonizzanti","Vicolo dei Granari 10/A (off Piazza Pasquino)",,,"17th century",,,,"Jesus Christ (Nativity)","Roman Catholic","Birthday of Our Lord Jesus Christ of the Strugglers",,,,,,,
3503,"Nostra Signora de La Salette","Piazza Madonna de La Salette",,,"Early 20th century (1st), 1965 (2nd)",,,,"Blessed Virgin Mary (Our Lady of La Salette)","Roman Catholic","Our Lady of La Salette",,,,,,,
3632,"Nostra Signora del Carmelo dei Mercedari","Via Monte Carmelo 3",,,"1980's",,,,"Blessed Virgin Mary","Roman Catholic","Our Lady of Carmel of the Mercedarians",,,,,,,
3633,"Nostra Signora del Pilar dei Marianisti","Via Latina 22",,,"20th century",,,,"Blessed Virgin Mary","Roman Catholic","Our Lady of the Pillar of the Marianists",,,,,,,
2097,"Nostra Signora del Sacro Cuore","Corso del Rinascimento 27  00186 Roma",,,"C. 1450",,,,"Blessed Virgin Mary","Roman Catholic","Our Lady of the Sacred Heart",,,,"06 68 75 214",,,
4933,"Nostra Signora del Sacro Cuore a Mazzalupo","Via Dronero 9",,,"Mid 20th century",,,,"Blessed Virgin Mary","Roman Catholic","Our Lady of the Sacred Heart at Mazzalupo",,,,,,,
4932,"Nostra Signora del Sacro Cuore a Piazza Navona","Corso del Rinascimento 27  00186 Roma",,,c1450,,,,"Blessed Virgin Mary","Roman Catholic","Our Lady of the Sacred Heart at Piazza Navona",,,,"06 68 75 214",,,
4928,"Nostra Signora del Sacro Cuore al Portuense","Via Alessandro Brisse 22",,,"20th century",,,,"Blessed Virgin Mary","Roman Catholic","Our Lady of the Sacred Heart at Portuense",,,,,,,
3636,"Nostra Signora del Sacro Rosario delle Suore Betlemite","Via Lambro 12",,,"20th century",,,,"Blessed Virgin Mary","Roman Catholic","Our Lady of the Holy Rosary of the Bethlehemite Sisters",,,,,,,
1438,"Nostra Signora del Santissimo Sacramento e Santi Martiri Canadesi","46 Via Giovanni Battista de Rossi 00161 Roma","Bruno Apollini Ghetti","<nowiki>Francesco Nagni, Angelo Biancini</nowiki>",1955,,"Priests of the Most Holy Sacrament",,"Blessed Virgin Mary","Roman Catholic","Our Lady of the Most Holy Sacrament and the Canadian Martyrs",,,,"06 44 23 79 84","Vacant (2015)","Parish church",
3117,"Nostra Signora del Suffragio e San Agostino di Canterbury","Via Walter Tobagi 133",,,1998,,,,"Blessed Virgin Mary (Our Lady of Suffrage), Augustine of Canterbury","Roman Catholic","Our Lady of Suffrage and St Augustine of Canterbury",,,,,,,
3504,"Nostra Signora di Bonaria","Via Nostra Signora di Bonaria",,,1982,,,,"Blessed Virgin Mary (Our Lady of Bonaria)","Roman Catholic","Our Lady of Bonaria (which is a place in Sardinia)",,,,,,,
3505,"Nostra Signora di Coromoto","Largo Nostra Signora di Coromoto",,,1978,,,,"Blessed Virgin Mary (Our Lady of Coromoto)","Roman Catholic","Our Lady of Coromoto (which is a place in Venezuela)",,,,,,,
3506,"Nostra Signora di Czestochowa","Largo Augusto Corelli 9",,,1971,,,,"Blessed Virgin Mary (Our Lady of Czestochowa)","Roman Catholic","Our Lady of Czestochowa (which is a place in Poland)",,,,,,,
3377,"Nostra Signora di Fatima a San Vittorino","Via Ponte Terra, San Vittorino",,,1979,,,,"Blessed Virgin Mary","Roman Catholic","Our Lady of Fatima at St Victor",,,,,,,
3508,"Nostra Signora di Fatima ad Ottavia","Via del Fontanile Nuovo 88",,,1975,,,,"Blessed Virgin Mary (Our Lady of Fatima)","Roman Catholic","Our Lady of Fatima at Octavia",,,,,,,
3502,"Nostra Signora di Guadalupe a Monte Mario","Piazza Nostra Signora di Guadalupe 12",,,1932,,,,"Blessed Virgin Mary (Our Lady of Guadalupe)","Roman Catholic","Our Lady of Guadalupe at Mount Marius",,,,,,,
4788,"Nostra Signora di Guadalupe e San Filippo Martire in Via Aurelia","675 Via Aurelia","Gianni Mazzocca",,1958,,"Legion of Christ",,"Blessed Virgin Mary and St Philip the Apostle","Roman Catholic","Our Lady of Guadalupe and St Philip Martyr in Via Aurelia",,,"Mexico and Latin America",,"Juan Sandoval Iñiguez","National church",
3507,"Nostra Signora di Lourdes a Tor Marancia","Via Andrea Mantegna 147",,,1958,,,,"Blessed Virgin Mary (Our Lady of Lourdes)","Roman Catholic","Our Lady of Lourdes at Marancia Tower",,,,,,,
3640,"Nostra Signora di Lourdes a Torrevecchia","Via Cristoforo Numai 15",,,"20th century",,,,"Blessed Virgin Mary","Roman Catholic","Our Lady of Lourdes at the Old Tower",,,,,,,
3509,"Nostra Signora di Valme","Via di Vigna Due Torri 82",,,1996,,,,"Blessed Virgin Mary (Our Lady of Valme)","Roman Catholic","Our Lady of Valme",,,,,,,
3641,"Nostro Signore Gesù Cristo Divino Maestro","Via Portuense 741",,,"1960's",,,,"Jesus Christ","Roman Catholic","Our Lord Jesus Christ the Divine Master",,,,,,,
3644,Ognissanti,"Via Appia Nuova 244",,,1920,,,,"All Saints","Roman Catholic","All Saints",,,,,,,
4072,"Oratorio al Monte di Giustizia","Stazione Termini, buried under main building",,,"4th century",,,,Agatha?,"Roman Catholic?","Oratory on the Hill of Justice",,,,,,"Deconsecrated and ruined",
2100,"Oratorio dei Quaranta Martiri","Largo Romolo e Remo ''Forum Romanum archaeological site''",,,"8th century (church), 1st century (building)",,,,"Forty Martyrs of Sebaste","Roman Catholic","Oratory of the Forty Martyrs",,"Mariaantiqua front01.jpg",,,,Oratory,
2102,"Oratorio del Gonfalone","Via del Gonfalone 32A",,,1544-7,,,,"Peter and Paul","Roman Catholic","Oratory of the Gonfalone",,,,,,Oratory,
2101,"Oratorio del Santissimo Crocifisso","69 Piazza dell'Oratorio 00187 Roma","Giacomo della Porta",,1568,,,,"The Holy Cross","Roman Catholic","Oratory of the Most Holy Crucifix","06 67 97 017",,,"06 67 97 017",,,
4632,"Oratorio dell'Angelo Custode","11 Piazza Poli","Carlo Rainaldi",,1730,,,,"Guardian Angel","Roman Catholic","Oratory of the Guardian Angel",,,,,,Oratory,
4224,"Oratorio della Via Crucis nel Foro Romano","Roman Forum (right of Temple of Romulus)",,,"18th century",,,,,"Roman Catholic","Oratory of the Way of the Cross in the Roman Forum",,,,,,,
4958,"Oratorio di Beato Giacomo Cusmano","Via di Torre Gaia 120",,,"20th century",,,,"James Cusmano","Roman Catholic","Blessed James Cusmano, Oratory of",,,,,,,
4542,"Oratorio di San Cesareo in Palatio","Domus Augustana, Palatine",,,"9th century",,,,"St Caesarius","Roman Catholic","Oratory of St Caesarius on the Palatine",,,,,,Demolished,
4562,"Oratorio di Vicolo del Cedro","Vicolo del Cedro, near junction with Via del Mattonato",,,"18th century",,,,?,"Roman Catholic","Oratory of the Alley of the Citron Tree",,,,,,Deconsecrated,
3792,"Ostia, Basilica Constantiniana","Via del Sabazeo, south end, Ostia",,,c330,,,,"Peter, Paul and John the Baptist","Roman Catholic","Ostia, Constantinian Basilica",,,,,,Ruined,
3791,"Ostia, Basilica di Pianabella","Via di Piana Bella (up rough track, by railway)",,,,,,,Unknown,"Roman Catholic","Ostia, Basilica of the Beautiful Plain",,,,,,Ruined,
3793,"Ostia, Oratorio Cristiana delle Terme di Mitra","Via della Foce, Ostia",,,c400,,,,Unknown,"Roman Catholic","Ostia, Christian Oratory at the Baths of Mithras",,,,,,,
3796,"Ostia, Oratorio di San Quiriaco","South-east of the theatre, Ostia Antica",,,"About 400",,,,"Quiriacus of Ostia","Roman Catholic","Ostia, Oratory of St Quiriacus",,,,,,,
4791,"Preziosissimo Sangue di Nostro Signore Gesù Cristo a Tor di Quinto","Via Flaminia 732/T",,,1957,,,,"Jesus (Precious Blood)","Roman Catholic","Precious Blood of Our Lord Jesus Christ at Tower of Five",,,,,,,
4792,"Preziosissimo Sangue di Nostro Signore Gesù Cristo ad Appio Latino","Via Beata Maria De Mattias 10",,,1937,,,,"Jesus Christ (Precious Blood)","Roman Catholic","Precious Blood of our Lord Jesus Christ at Appio Latino",,,,,,,
4793,"Preziosissimo Sangue di Nostro Signore Gesù Cristo al Laterano","Via di San Giovanni in Laterano 73",,,"Mid 19th century",,,,"Jesus Christ (Precious Blood)","Roman Catholic","Precious Blood of our Lord Jesus Christ at the Lateran",,,,,,,
3653,"Preziosissimo Sangue di Nostro Signore Gesù Cristo dei Missioni Estere","Via Francesco Domenico Guerrazzi 11",,,"20th century",,,,"Jesus Christ (Precious Blood)","Roman Catholic","Precious Blood of Our Lord Jesus Christ of the Foreign Missions",,,,,,,
3655,"Purificazione di Santa Maria","Via Lucio Sestio 1",,,"20th century",,,,"Blessed Virgin Mary","Roman Catholic","Purification of St Mary",,,,,,,
3705,"Re Magi","Collegio di Propaganda Fidei, Via Gregoriana",,,1644,,,,Magi,"Roman Catholic","Kings Magi",,,,,,,
3711,"Resurrezione de Nostro Signore Gesù Cristo dei Polacchi","Via di San Sebastianello 11",,,1889,,,,"Jesus Christ","Roman Catholic","Resurrection of our Lord Jesus Christ of the Poles",,,,,,,
3709,"Resurrezione di Nostro Signore Gesù Cristo a Giardinetti","Via degli Orafi 120",,,1963,,,,"Jesus (Resurrection)","Roman Catholic","Resurrection of Our Lord Jesus Christ at the Little Garden",,,,,,,
3657,"Resurrezione di Nostro Signore Gesù Cristo a Via Prenestina","Largo Anacapri 11",,,"20th century",,,,"Jesus Christ","Roman Catholic","Resurrection of Our Lord Jesus Christ on the Prenestina Way",,,,,,,
3190,"Sacra Famiglia a Via Portuense","Via Filippo Tajani 10",,,1978,,,,"Holy Family","Roman Catholic","Holy Family on the Portuensian Way",,,,,,,
3890,"Sacra Famiglia a Via Sommacampagna","Via Sommacampagna",,,1896,,,,"Holy Family","Roman Catholic","Holy Family at Sommacampagna Way",,,,,,Demolished,
3191,"Sacra Famiglia a Villa Troili","Via di Villa Troili 48",,,1957,,,,"Holy Family","Roman Catholic","Holy Family at Troili Villa",,,,,,,
3293,"Sacra Famiglia alla Garbatella","Via David Salinieri 5",,,"20th century",,,,"Holy Family","Roman Catholic","Holy Family at Garbatella",,,,,,,
3193,"Sacra Famiglia di Nazareth a Centocelle","Piazzale delle Gardenie 45",,,1972,,,,"Holy Family","Roman Catholic","Holy Family of Nazareth at Centocelle",,,,,,,
3192,"Sacra Famiglia di Nazareth all'Esquilino","Via Machiavelli 18",,,"Early 20th century",,,,"Holy Family","Roman Catholic","Holy Family of Nazareth on the Esquiline",,,,,,,
3177,"Sacri Cuori di Gesù e Maria","Via Poggio Moiano 12",,,1957,,,,"Sacred Heart of Jesus and Immaculate Heart of Mary","Roman Catholic","Sacred Hearts of Jesus and Mary",,,,,,,
3408,"Sacri Cuori di Gesù e Maria di Porto Santa Rufina","Via del Cenacolo 45, La Storta",,,1950,,,,"Hearts of Jesus and Mary","Roman Catholic","Sacred Hearts of Jesus and Mary of Port St Rufina",,,,,,,
1967,"Sacro Cuore Immacolato di Maria","Piazza Euclide 5 00197 Roma","Amando Brasini",,"Early 20th century",,,"1 May 1959","Blessed Virgin Mary","Roman Catholic","Sacred Immaculate Heart of Mary",,,,"06 80 70 359",1965&ndash;,,
1969,"Sacro Cuore del Suffragio","12 Lungotevere Prati  00193 Roma","Giuseppe Gualandi",,1894,,"Missionaries of the Sacred Heart","1 November 1917","Sacred Heart of Jesus","Roman Catholic Church","Sacred Heart of Suffrage","06 68 695 261",,,"06 68 80 65 17",,,
4394,"Sacro Cuore di Cristo Re","Viale Mazzini 00195 Roma","Marcello Piacentini",,"From 1921",,Diocesan,,"Jesus Christ","Roman Catholic","Sacred Heart of Christ the King",,,,"06 79 84 07 13",,,
3176,"Sacro Cuore di Gesù Agonizzante","Via Sant'Archangelo di Romana 70",,,1955,,,,"Jesus (Sacred Heart)","Roman Catholic","Sacred Heart of Jesus in Agony",,,,,,,
1968,"Sacro Cuore di Gesù a Castro Pretorio","Via Marsala 42   00185 Roma","Virgilio Vespigniani",,1887,,Salesians,,"Sacred Heart of Jesus","Roman Catholic Church","Holy Heart of Jesus at the Praetorian Barracks",,,,"06 44 53 257","Card. Versaldi (since 2012)","Titular church, Minor basilica","http://www.basilicadelsacrocuore.it Official site"
3003,"Sacro Cuore di Gesù a Ponte Mammolo","Via di Casal de' Pazzi 88",,,"Mid 20th century",,,,"Jesus (Sacred Heart)","Roman Catholic","Sacred Heart of Jesus at Mammolo Bridge",,,,,,,
3868,"Sacro Cuore di Gesù a Prenestino","Via Muzio Attendolo",,,"20th century",,,,"Sacred Heart of Jesus","Roman Catholic","Sacred Heart of Jesus at Prenestino",,,,,,Demolished,
3175,"Sacro Cuore di Gesù a Via Piave","Via XX Settembre 65B",,,"Late 19th century",,,,"Sacred Heart","Roman Catholic","Sacred Heart of Jesus at Piave Way",,,,,,,
1970,"Sacro Cuore di Gesù a Villa Lante","18 Via San Francesco di Sales  00165 Roma","Girolamo Vantaggi","Pietro Gagliardi",1840-1843,,,"7 July 1843","Sacred Heart of Jesus","Roman Catholic Church","Sacred Heart of Jesus at Villa Lante",,,,"06 68 80 60 32",,,
3544,"Sacro Cuore di Gesù ai Millevani","Via Carlo Della Rocca 77",,,"20th century",,,,"Sacred Heart","Roman Catholic","Sacred Heart of Jesus at the Millevani",,,,,,,
3542,"Sacro Cuore di Gesù al Casale Rocchi",,,,"20th century",,,,"Sacred Heart","Roman Catholic","Sacred Heart of Jesus at the Rocchi Farmstead",,,,,,,
3543,"Sacro Cuore di Gesù alla Piana","Via Salvatore Trinchese 10",,,"20th century",,,,"Sacred Heart","Roman Catholic","Sacred Heart of Jesus at Jubilee Castle",,,,,,,
4797,"Sacro Cuore di Gesù delle Suore Oblate del Sacro Cuore","Via del Casaletto 128",,,,,,,"Jesus (Sacred Heart)","Roman Catholic","Sacred Heart of Jesus of the Oblate Sisters of the Sacred Heart",,,,,,,
4925,"Sacro Cuore di Gesù delle Suore Riparatrici","Via Isabella De Rosis 4",,,"20th century",,,,"Sacred Heart","Roman Catholic","Sacred Heart of Jesus of the Sisters Reparatrix",,,,,,,
2965,"San Barnaba","Piazza dei Geografi 15",,,1957,,,,Barnabas,"Roman Catholic","St Barnabas",,,,,,,
3149,"San Bartolomeo Apostolo al Monte Arsiccio","Vicolo di Monte Arsiccio 1",,,1995,,,,"Bartholomew the Apostle","Roman Catholic","St Bartholomew the Apostle on the Arsiccian Mount",,,,,,,
1935,"San Bartolomeo all'Isola","Piazza San Bartolomeo,Tiber Island",,,998,,"Franciscan Friars Minor",,Bartholomew,"Roman Catholic","St Bartholomew's on the Island",,"Roma_-_San_Bartolomeo_all'isola.JPG",,06-68.77.973,"Francis Eugene George",,http://www.sanbartolomeo.org
3150,"San Bartolomeo dei Vaccinari","Via Beatrice Cenci (in roadway)",,,1723,,,,Bartholomew,"Roman Catholic","St Bartholomew of the Tanners",,,,,,Demolished,
4891,"San Basilio Nuovo","Piazzale Recanati 1",,,1963,,,,"Basil the Great","Roman Catholic","St Basil the New",,,,,,,
1936,"San Basilio agli Orti Sallustiani","Via di San Basilio 51  00187 Roma","Francesco Bizzaccheri","Gregorio Stasi",1682,,,,"St Basil",,"St Basil at the Sullstian Gardens",,,,"06 48 82 580",,,
4892,"San Benedetto Giuseppe Labre a Torraccia","Via Donato Menichella 125",,,1997,,,,"Benedict Joseph Labre","Roman Catholic","St Benedict Joseph Labre at Torraccia",,,,,,,
3386,"San Benedetto Giuseppe Labre ai Monti","Via dei Serpenti 2",,,"1783 (as chapel)",,,,"Benedict Joseph Labre","Roman Catholic","St Benedict Joseph Labre at Monti",,,,,,,
1937,"San Benedetto a Piscincula","40 Piazza in Piscincula  Roma",,,,,,,"St Benedict","Roman Catholic Church","St Benedict by the Little Bath",,Benedetto_in_Piscinula.jpg,,,,,
4815,"San Benedetto al Gazometro","Via del Gazometro 23",,,1925,,,,"Benedict of Nursia","Roman Catholic","St Benedict at the Gasometer",,,,,,,
4234,"San Benedetto in Piscinula","Piazza in Piscinula 40","Pietro Camporesi","Paolo Morelli","Early 12th century",,,,"St Benedict of Nursia","Roman Catholic","St Benedict at the Little Fountain",,Benedetto_in_Piscinula.jpg,,"06 58331609",,,
4893,"San Bernardino da Siena a Villa Verde","Via Degas 19",,,1989,,,,"Bernardine of Siena","Roman Catholic","St Bernardine of Siena at the Green Villa",,,,,,,
1938,"San Bernardino da Siena ai Monti","Via Panisperna 256  00184 Roma",,"Bernardino Gagliardi Clemente Maioli et.al.","16th cent., restored in 1823 and 1967",,Diocesan,1623,"St Bernardine of Siena","Roman Catholic Church","St Bernardine of Siena at the Hills",,,,"06 48 25 217",,,
1375,"San Bernardo alle Terme",,,"Andrea Sacchi",1598,,"Cistercian Order",,"Bernard of Clairvaux","Roman Catholic","St Bernard's at the Baths",,"SanBernardoalleTerme 01.jpg",No,,"George Alencherry","Abbey church",
3161,"San Bernardo da Chiaravalle","Via degli Olivi 180",,,1989,,,,"Bernard of Clairvaux","Roman Catholic","St Bernard of Clairvaux",,,,,,,
3155,"San Biagio della Fossa","Piazza del Fico",,,Mediaeval,,,,Blaise,"Roman Catholic","St Blaise of the Ditch",,,,,,"Deconsecrated and demolished",
1395,"San Biagio della Pagnotta","64 Via Giulia",-,-,"11th century, remodelled 18th century",,"Armenian clergy",-,Blaise,"Armenian Catholic","St Blaise of the Loaf",,,Armenia,,No,"National church",
3313,"San Biagio in Mercatello","Piazza Aracoeli",,,"11th century?",,,,Blaise,"Roman Catholic","St Blaise in the Little Market",,,,,,"Deconsecrated and ruined",
1946,"San Bonaventura al Palatino","7 Via San Bonaventura  00186 RomaPalatine archaeological site",,,"17th century",,,,"St Bonaventure",,"St Bonaventura al Palatino",,,,"06 68 80 15 26",,,
3156,"San Bonaventura da Bagnoregio","Via Marco Callidio 22",,,1999,,,,Bonaventure,"Roman Catholic","St Bonaventure of the Royal Bath",,,,,,,
3159,"San Bruno alla Pisana","Largo San Bruno 2",,,1990,,,,Bruno,"Roman Catholic","St Bruno at Pisana",,,,,,,
4630,"San Caio","Via XX Settembre",,,1631,,,,"Caius, Pope","Roman Catholic","St Caius",,,,,,Demolished,
1561,"San Callisto","Piazza San Callisto",,,"8th century, rebuilt 1610",,,,"Pope St Callixtus","Roman Catholic","St Callixtus",,,,,,,
1948,"San Camillo de Lellis","Via Sallustiana 24  0187 Roma","Tullio Passarelli",,1906,,Camilliani,1910,"St Camillus of Lellis","Roman Catholic Church","St Camillus of Lellis",06-48.85.693,,,"06 48 18 188","Card. Cipriani Thorne","Titular church, Minor basilica",www.parrocchiasancamillo.it
4655,"San Carlo Borromeo a Fonte Laurentina","Via Pia Nalli 161",,,2010,,,,"Charles Borromeo","Roman Catholic","St Charles Borromeo",,,,,,,
1868,"San Carlo ai Catinari","117 Piazza Benedetto Cairoli 00186 Roma","Rosato Rosati, Giovanni Battista Soria",,1636&ndash;1638,,,"19 March 1722","St Charles Borromeo","Roman Catholic Church","St Charles by the Dishmakers",,"San_carlo_ai_catinari_facade.jpg‎",,"06 68 80 35 54",,"Parish church",
1840,"San Carlo al Corso","437 Via del Corso 00186 Roma","Onorio Longhi, Martino Longhi the Younger",,1612,,Rosminians,,"Sts Ambrose of Milan","Roman Catholic Church","St Charles at the Corso","06 68 67 601",Ambrogio_e_Carlo_al_Corso.jpg,,"06 68 19 171 / 06 68 78 335",,"National church Minor Basilica",
1950,"San Carlo alle Quattro Fontane","23 Via del Quirinale  00187 Roma","Francesco Borromini","Antonio Raggi Pierre Mignard et. al.",1634-1638,,,,"St Charles Borromeo, Holy Trinity","Roman Catholic Church","St Charles at the Four Fountains",,,,"06 48 83 261",,,
3163,"San Carlo da Sezze","Via di Macchia Saponaria 108",,,1987,,,,"Charles of Sezze","Roman Catholic","St Charles of Sezze",,,,,,,
2998,"San Celsino","Vicolo di San Celso 31",,,1571,,,,Celsus,"Roman Catholic","Little St Celsus",,,,,,,
1958,"San Cesareo in Palatio","Via Porta di San Sebastiano 00179 Roma","Giacomo della Porta","Cavaliere d'Arpino, Cesare Rosetti","12th century, rebuilt 17th century",,,,"St Caesarius","Roman Catholic Church","St Caesarius in the Palace",,,,"06 58 23 01 40","Cardinal Deskur","Titular church,",
3167,"San Cipriano","Via di Torrevecchia 169",,,1975,,,,"Cyprian of Carthage","Roman Catholic","St Cyprian",,,,,,,
4070,"San Ciriaco","Corner of Via Cernaia and Via Pastrengo",,,"5th century",,,,Cyriac,"Roman Catholic",Cyriac,,,,,,Ruined,
4888,"San Cirillo Alessandrino","Via Carlo Balestrini 34",,,"1963, 2012",,,,"Cyril of Alexandria","Roman Catholic","St Cyril of Alexandria",,,,,,,
1826,"San Clemente","Via di San Giovanni in Laterano / Piazza San Clemente 00184 Roma","Carlo Fontana",,"11th century",,"Irish Dominicans",,"Clement I, Pope","Roman Catholic","St Clement's",,"Basilica San Clemente.jpeg",,"06 70 45 10 18",,,
4908,"San Clemente a Monte Sacro","Via Val Sillaro 22",,,"1959, 1995",,,,"Clement of Rome","Roman Catholic","St Clement on the Holy Mountain",,,,,,,
3383,"San Clemente al Castello di Torrenova","Via Casilina 1382",,,1614,,,,"Clement I, Pope","Roman Catholic","St Clement at New Tower Castle",,,,,,,
2979,"San Cleto","Via Bernardo Bernardini 55",,,1995,,,,"Cletus, Pope","Roman Catholic","St Cletus",,,,,,,
3178,"San Corbiniano","Via Carlo Orff 12",,,2011,,,,Corbinian,"Roman Catholic","St Corbinian",,,,,,,
3292,"San Cosimato in Ostiense","Via Ambrogio Contarini 10",,,"20th century",,,,"Cosmas and Damian","Roman Catholic","St Cosmas in Ostiense",,,,,,,
1962,"San Cosimato in Trastevere","Piazza di San Cosimato/Osp. Nuova Regina Margeritha",,,1475,,,,"SS Cosmas and Damian","Roman Catholic Church","St Cosimatus in Trastevere",,,,,,,
1578,"San Crisogono","44 Piazza Sonnino",,,"4th century?",,Trinitarians,,"St Chrysogonus","Roman Catholic","St Chrysogonus",,,No,,"Andrew Yeom Soo-jung","Titular church, titulus",
3179,"San Crispino da Viterbo","Via Offanengo 6",,,1990,,,,"Crispin of Viterbo","Roman Catholic","St Crispin of Viterbo",,,,,,,
3537,"San Cristoforo a Via di Villa Spada","Via di Villa Spada",,,"20th century",,,,Christopher,"Roman Catholic","St Christopher in Villa Spada Way",,,,,,,
